Text,Year,Journal Name,DOI,Label
"In this study, one of the core goals was, therefore, to suggest how to change the behavior of participants, moving them
toward actions that enhance cybersecurity. In the cybersecurity
space, improving awareness of the principles of information
assurance and moderating behaviors is often more important
than presenting an overwhelming amount of information that
is not put into practice. Beyond that, getting practitioners to
habituate affirmative behaviors using best practice methods is
clearly beneficial. Furthermore, as actual preventative steps
change quickly, care must be taken to produce learning materials that are actionable, but that have a reasonable period of
applicability before obsolescence",2021.0,"A Study of Cybersecurity Education Using a
Present-Test-Practice-Assess Model",01-Feb-21,1
"Cybersecurity, fundamentally, is concerned with the assurance of data and system confidentiality, integrity, and availability [23]. This objective is pursued through the implementation of controls, policies, processes, and organizational structures designed to systematically mitigate cyber risks. The ongoing nature of cybersecurity challenges is recognized, with the application of best practices, facilitated by standards [24], being a critical component. These standards, functioning as regulatory documents, define operational and process guidelines for organizations. The adoption of security standards is predicated on their demonstrated efficacy in providing structured security requirements and controls, thereby yielding a multitude of benefits that justify resource allocation. The utilization of these standards by manufacturers and vendors for the production and sale of compliant products and services is observed. Furthermore, governmental and business entities increasingly mandate the implementation of security standards. According to data provided by Gartner, Inc. [25], organizational security vendor consolidation has seen a significant increase, with 75% of organizations actively pursuing this in 2022, up from 29% in 2020. The necessity for secure integration and compatibility of ICT systems, achieved through technical standards, is increasingly apparent, particularly in open market environments where interoperability of diverse equipment and services from multiple providers is required, resulting in organizational cost efficiencies. The proliferation of IoT devices, cyber-physical systems, and algorithm-controlled embedded systems, such as autonomous vehicles and digital twins [10], further necessitates standardization. Cloud computing, dependent on hardware, software, and service standardization for interoperability [26], faces evolving cybersecurity threats as its scope expands. Consequently, there is an increase in organizational participation in cybersecurity standard development, leading to a corresponding increase in the number of standards, with the expectation that this trend will continue, necessitating further standard development in the future.",,Gemini,,0
"In the proposed system, refreshing a new group key requires only a few encryption/decryption operations, primarily multiplication and addition, which have a low computational load. Each subscriber receives a head group key (HRGK) from the transport stream. Using the HRGK and their secret keys, they can derive the corresponding group keys and authorization keys. When a member joins or leaves a group, the system broadcasts a package with the new secret group key. To enhance security, the authorization key (AK) should be refreshed daily. Since changing the HRGK refreshes all AKs, the system broadcasts a single package containing the new HRGK to all users, significantly reducing the daily computational overhead.",2004.0,A Scalable Key Distribution Scheme for Conditional Access System in Digital Pay-TV System,02-May-04,0
"Current security systems typically rely on tokens of private knowledge, such as passwords, or private possessions like smart cards for automatic identification. However, these tokens are insecure as they can be easily lost, shared, stolen, or duplicated. In contrast, biometric authentication methods, which use physiological and behavioral traits like iris scans, retinal scans, fingerprints, palmprints, signatures, or gait analysis, offer enhanced security. Nonetheless, biometric systems are not foolproof and remain vulnerable to threats such as database breaches, replay attacks, and brute force attacks.",2006.0,Analysis of Brute-Force Break-Ins of a Palmprint Authentication System,05-Oct-06,0
"Estimating the global state of a networked system is a critical problem in various domains, and traditional periodic observation methods are often inefficient due to high-frequency state monitoring. This has led to the development of event-based methods, which observe states only when predefined conditions are met. This paper explores the application of the event-based method to estimate cybersecurity equilibrium in preventive and reactive cyber defense dynamics, an area where equilibrium is a key metric but lacks closed-form solutions. The study establishes that the proposed trigger rule ensures convergence to the true equilibrium and is Zeno-free, making it practical for real-world use. Numerical results indicate that this approach reduces observation costs by 98% compared to periodic methods. Additionally, the paper addresses the challenge of bridging continuous probability-state models, which estimate the likelihood of a node being secure or compromised, with discrete sample-state observations encountered in practice. This bridging mechanism is valuable as probability-state models are widely used to approximate complex discrete-state systems.",,,,0
"Over the past decade, the chaos-based secure communications have updated their fourth generation [2]–[6], [8], [9], [18].
The continuous synchronization is adopted in the first three
generations while the impulsive synchronization is used in the
fourth generation. Less than 94 Hz of bandwidth is needed to
transmit the synchronization signal for a third-order chaotic
transmitter in the fourth generation while 30-kHz bandwidth
needed for transmitting the synchronization signals in the
other three generations [18]. Therefore, the efficiency of the
bandwidth usage is improved greatly in the fourth generation.
However, the attacks proposed in [10], [11] have shown that
most of these methods are not secure or have a low security.
It is thus desirable to improve the security of chaotic secure
communication.",2003.0,A NEW CHAOTIC SECURE COMMUNICATION SYSTEM,08-Aug-03,1
"The study of the brute-force break-ins requires a probabilistic model
that describes the relationship between the number of attacks and
the probability of a false acceptance. Therefore, it is necessary to
establish a probabilistic model for the angular distance given in (4).
To simplify the model, we assume that all the preprocessed palmprint
images are clear and devoid of the nonpalmprint pixels. This will allow
us to neglect the masks and the normalization terms. We could get
exactly the same result for this analysis by using either the integer
representation or the bitwise representation of Competitive Code, but
for the purposes of the presentation, it is more convenient to use the
integer representation. Thus, we consider the angular distance given in
(2) for the following analysis.",2006.0,Analysis of Brute-Force Break-Ins of a Palmprint Authentication System,05-Oct-06,1
"To ensure the presented analysis is comprehensive, multiple reports and articles on cybersecurity education were reviewed. The proposed PESTLE analysis serves as a summary of the current state of research in this domain. This section specifically examines studies that have employed a PESTLE analysis approach to explore cybersecurity education. For a more in-depth review of cybersecurity education-related literature, refer to Sections III and IV.",,,,0
"The primary objective of this research was identifying approaches to ""do better"" in cybersecurity education. Students demonstrating motivation and understanding of material relevance learn more effectively. The researchers propose enhancing traditional present-memorize-test educational models by incorporating incremental knowledge segments situated within realistic contexts through gamification, fostering emotional and cognitive investment from learners. For organizations across commercial, civil, and governmental sectors?egardless of size or complexity?rograms that effectively communicate and experientially simulate actual cybersecurity threats will enhance participant engagement while improving knowledge retention and practical implementation. Notably, this study advocates for a PTPA (Protect-Trace-Predict-Act) approach to develop responsive professionals who can apply their knowledge at critical moments. Current cybersecurity education often fails to help users, technologists, and managers connect specific behaviors with their negative consequences. Many users who experience system infections typically lack understanding of both the infection source and the decisions that led to compromise; they simply recognize something has malfunctioned. This inadequate feedback mechanism has created widespread cynicism, fostering casual or fatalistic attitudes toward cybersecurity. While users often possess theoretical knowledge, the abstract, distant, yet omnipresent nature of threats explains why people frequently fail to translate their knowledge into appropriate actions. This manuscript sought to articulate a pedagogical methodology utilizing mixed-modal approaches and conduct empirical testing to identify which modalities contribute most effectively to cybersecurity behavioral changes.
",,,,0
"In a deregulated market, utilities are less inclined to invest in new infrastructure and more likely to operate transmission systems closer to their limits to capitalize on lower energy costs and reduced production expenses. Special Protection Systems (SPS) have been introduced to enable operations near or even beyond traditional deterministic limits while maximizing market benefits. Given this scenario, the probabilistic nature of uncertain variables and the potential for severe contingencies that could threaten system security and trigger cascading failures must be carefully considered in the design of SPS to manage extreme conditions effectively.",2006.0,A Risk-Based Contingency Selection Method for SPS Applications,02-May-06,0
"Finally, referring to the 28 September 2003 Italian blackout,
Car on’ que tion give me again the opportunity to confirm
the AVR line-drop compen ation wa operating in the NorthWe t part of Italy in tead of SVR, due to the new SCADA/EMS
 y tem activation at the Regional Di patcher control room. Recent tudie have hown that, apart from the line overcharging
proce , the wa ting phenomenon would be topped, o avoiding
generator tripping due to low voltage and the general blackout,
if the SVR were operating in that wide area at the edge with
France.",2006.0,Closure of The Coordinated Automatic Voltage Control of the Italian Transmission Grid,01-Feb-06,1
"The demand for cybersecurity professionals in Europe is rising sharply due to increasing digitization and a growing array of potential cyber attack targets. Despite this urgent need, there remains a significant shortfall in qualified experts, with estimates indicating a gap of around 274,000 to nearly 1 million professionals needed across the continent. This discrepancy arises from a mismatch between the skills imparted through educational programs and those required in the workforce. A recent PESTLE analysis highlighted several factors affecting cybersecurity education, including a lack of societal awareness and insufficient EU-level certification, suggesting that localized solutions are necessary to address these challenges. Additionally, a Eurobarometer survey revealed that 76% of cybersecurity employees lack formal qualifications, further exacerbating the skills gap. The findings underscore the critical need for immediate action to enhance cybersecurity training and awareness at both national and European levels, as well as to promote diversity within the workforce to better meet the demands of an evolving digital landscape.

",,,,0
"The development of generative models traces its origins to mid-20th century statistical approaches like Hidden Markov Models (HMMs) and Gaussian Mixture Models (GMMs), with transformative advances emerging through deep learning breakthroughs that enabled sophisticated sequence generation via N-gram language modeling and later revolutionary architectures like Generative Adversarial Networks (GANs) and transformer-based systems?articularly as implemented in OpenAI's progressively scaled GPT series (illustrated in Figure 2)?hich now power cutting-edge text-generation tools like ChatGPT that represent the focused application of this evolutionary trajectory in large language models (LLMs) for conversational AI, while acknowledging the broader generative capabilities spanning multimedia domains that fall beyond this paper's specific cybersecurity-focused examination of text-based chatbot technologies and their vulnerabilities.
",,,,0
"Our analysis highlights the uneven adoption of information security personnel within healthcare organizations. Many organizations have developed systems for collecting and storing patient data but lack corresponding security committees, teams, or security managers/officers. Approximately half of hospital-based respondents had an information security individual, which is significantly higher than in clinic (37%) and other (42%) practice settings. Hospitals were twice as likely to have adopted an information security officer compared to outpatient settings.",,Incremental Adoption of Information Security in Health-Care Organizations: Implications for Document Management,,0
"In scenarios of extreme severity, cybersecurity breaches may facilitate unauthorized control of transformer switching operations, resulting in catastrophic localized impacts and potential protracted supply disruptions. Even incidents of lesser severity, such as the transmission of falsified instrument readings, could precipitate the unnecessary offline transition of operational equipment, thereby inducing supply constraints or blackouts due to erroneous operational decisions.
",,,,0
"At the initial stage of Android malware detection, data preprocessing is essential to enhance the quality of the actual data. This involves selecting features that signify the class of new records, such as distinguishing between malware and benign applications. A tool like Androguard can be utilized to reverse engineer Android applications by analyzing APK files and removing DEX file permissions, resulting in a data frame where rows represent applications and columns denote specific permissions or API calls with binary values. This structured approach enables effective classification of APK files as either malware or benign. Current methodologies emphasize the importance of employing advanced techniques, including deep learning models like Long Short-Term Memory (LSTM) networks, which have shown promising results in accurately detecting malware through meticulous hyperparameter tuning and robust data preprocessing techniques. By leveraging both static and dynamic features, researchers aim to create comprehensive classification frameworks that improve detection accuracy and enhance overall cybersecurity measures for Android platforms.",,,,0
"It is worth noting that the use of protected transactions is also included in the specifications defined by the Open Core Protocol International Partnership (OCP-IP) Associa tion [34]. The standard OCP interface can be extended through a layered profile in order to create a secure domain across the SoC and provide protection against software and some selective hardware attacks. The secure domain might include CPU, memory, I/O, etc., that need to be secured by using a collection of hardware and software features such as secured interrupts, secured memory, or special instruc tions to access the secure mode of the processor.",2008.0,Secure Memory Accesses on Networks-on-Chip,30-Sep-08,1
"Recent years have witnessed growing interest among cybersecurity researchers in leveraging Artificial Intelligence (AI) to enhance cyber defense mechanisms. Paradoxically, malicious actors have simultaneously adopted AI techniques to orchestrate more sophisticated attacks and obscure their activities. This paper specifically examines the defensive applications of AI in cybersecurity, focusing on how AI-powered solutions can more effectively counteract threats and substantially reduce ?or potentially eliminate ?data breaches. The research emphasizes AI's capacity to strengthen protective measures rather than exploring its offensive misuse by adversaries, highlighting its potential to revolutionize cybersecurity practices through advanced threat detection and prevention capabilities.
",,,,0
"The attainment of comprehensive cyber capabilities within military frameworks is contingent upon the implementation of robust cybersecurity training protocols, recognizing this imperative, military entities have endeavored to establish bespoke cybersecurity training systems, notably cyber ranges, among which SIMTEX (Simulator Training Exercise Network) represents an early exemplar, initially conceived for the training objectives of the United States Air Force, SIMTEX subsequently evolved into the operational platform for prominent US military cybersecurity exercises, including Black Daemon and Cyber Flag, the system provided virtualized host environments, simulating information assets susceptible to cyberattacks, and facilitated VPN tunneling to segregate attack flows across geographically dispersed sites during exercises.
",,,,0
"The generalization capabilities inherent in artificial intelligence have facilitated the displacement of traditional rule-based methodologies in favor of more sophisticated technological solutions [17]. However, the dynamic evolution of the digital landscape is not solely characterized by technological advancement; it also encompasses a corresponding augmentation in the sophistication of cyber threat actors. Historically, the cyber domain has been subject to high-volume, yet relatively unsophisticated, intrusion attempts. Nevertheless, the advent of AI-assisted attacks, orchestrated by cyber offenders, has ushered in a novel era, marked by both known and previously unknown transformations in cyberattack vectors [17]. The application of AI and machine learning has amplified the efficacy of cyberattacks, thereby empowering cyber offenders to an unprecedented degree. Consequently, as evidenced by a series of recent, high-profile incidents, Generative AI has garnered substantial interest within the cybersecurity community, spanning both cyber defense and offensive strategies.
",,,,0
"The Internet of Things (IoT) represents a transformative shift in global connectivity, integrating people, smart devices, and data into a cohesive network. Despite its potential to enhance accessibility, integrity, and interoperability, the development of IoT is still nascent, with numerous security challenges that need addressing. As IoT continues to grow?rojected to encompass over 75 billion connected devices by 2025?he complexity of securing these devices increases significantly. Cybersecurity within IoT focuses on protecting a diverse array of interconnected devices, each presenting unique vulnerabilities due to their varied hardware and software configurations. Effective strategies include implementing robust encryption, strong authentication methods, and regular software updates to safeguard against unauthorized access and data breaches. However, many IoT devices are designed with limited processing power, making it difficult to deploy advanced security measures. This review highlights the current landscape of IoT cybersecurity, exploring key concepts such as cybersecurity architecture and taxonomy, enabling countermeasures, and emerging research trends. It aims to provide valuable insights for researchers and practitioners dedicated to enhancing the security of IoT systems amidst the evolving threat landscape.
",,,,0
"This research examines whether current power factor control regulations adequately manage wind farm operations for system security. Section IV specifically analyzes how different wind farm penetration levels affect the power system, focusing on steady-state voltage profiles, voltage ride-through capabilities, and overall system stability following disturbances. The analysis evaluates various scenarios resulting from different control strategies implemented in induction generator-based wind farms.",,Design Optimization of Wind Power Planning for a Country With Low–Medium-Wind-Speed Profile,,0
"While cybersecurity ethics may appear straightforward, the subject is more complex than it seems. This paper presents findings from an extensive study that explores both well-recognized and emerging ethical challenges in cybersecurity. It first addresses ""strong signals,"" which represent mainstream concerns, and then delves into ""weak signals""?ess-discussed but potentially significant issues shaping the future of cybersecurity ethics. Additionally, the study compares its findings with those of a similar research effort conducted two years prior to assess whether previously anticipated ethical dilemmas have materialized.",,,,0
"Power system communication is structured in two tiers: the device level, where protocols like DL/T645-1997 or industrial standards like MODBUS are used depending on the specific meter or device, and the system level, which employs broader international and national standards such as IEC 60870-5-101 or utility-specific protocols for remote data exchange and load management.",2009.0,AMI SYSTEM FOR THE DEREGULATED ELECTRICITY MARKETS,06-Dec-09,0
"This circuit can be constructed using about 20 CMOS gates and several passive devices. The supply voltage for the astable multivibrator was 5 V, the clock frequency for the 1-bit counter was 16 MHz, and the bit rate for the output random numbers was 50 kb/s. All measurements were performed at room tem perature. Because this RNG is constructed using discrete com ponents, the supply voltage is higher than in the case of a mobile application. If the appropriate technology is used for the fabri cation process, the supply voltage for our circuit can easily be reduced to 1.5 V or lower voltage. It should also be noted that our random number generation method can be used with other randomly fluctuating signals instead of MOS-SBD signals if the f luctuating signals are large enough.",2004.0,Physical Random Number Generator Based on MOS Structure After Soft Breakdown,08-Aug-04,1
"The questionnaire comprised fourteen 7-point Likert-scale questions and demonstrated a high level of internal consistency, as indicated by a Cronbach? alpha of 0.794. Enhancing future reliability could involve translating the questionnaire into local languages instead of relying on interpreters, improving item clarity, minimizing redundancy, and adding relevant items aligned with the measured construct. These refinements could further strengthen internal consistency. The t-test results (Table 3) show that items 1, 3, and 4 were statistically insignificant, while items 2 and 5 through 14 were statistically significant.
",,,,0
"The Conditional Access System (CAS) operates within a three-level hierarchy for key distribution. The process begins with the server generating a random Control Word (CW) as the seed for a pseudo-random generator (PRG). The PRG produces a sequence used to scramble the Transport Stream (TS). Simultaneously, the CW is encrypted with an Authorization Key (AK) to form the Entitlement Control Message (ECM). The AK and other entitlement information are then encrypted with a Master Private Key (MPK) to create the Entitlement Management Message (EMM). The ECM, EMM, and scrambled TS are multiplexed into a new TS stream and transmitted to subscribers via the broadcasting channel. To prevent tampering, the ECM and EMM are sent with digital signatures. The Subscribers Management System (SMS) manages customer access rights to protected services by generating or updating the MPK for authorized subscribers stored in smartcards. To enhance security, the CAS can frequently change CWs or use more complex symmetric encryption algorithms. Typically, CWs are updated every 5 to 20 seconds, significantly reducing the risk of known-plaintext attacks.",2004.0,A Scalable Key Distribution Scheme for Conditional Access System in Digital Pay-TV System,02-May-04,0
"Authentication is the process of verifying the identity of a user, device, or entity within a computer system. It is often a necessary step before gaining access to system resources. Identity verification is typically achieved by matching an indicator, such as a shared secret established when a person is granted authorization. The most common form of user authentication today is the password. An example of machine-to-machine authentication is the Secure Sockets Layer (SSL) protocol.",2003.0,"Comparing Passwords, Tokens, and Biometrics for User Authentication",12-Dec-03,0
"The overall goal of this research was to determine ways
to ?do better.? Motivated students who understand the importance and applicability of the materials presented to them learn
better. To this end, the researchers suggest that augmenting
the traditional learning approach to a present-memorize-test
model. Moreover, this study introduced how incremental
chunks of knowledge situated in real-world contexts, that
is, gamified, may instill a sense of emotional and cognitive
investment in the scenarios by the learner. With regard to
commercial, civil, and governmental organizations, regardless
of the size or sophistication of the entity, a program that
clearly but concisely communicates and experientially situates real threats posed to cyber infrastructure will help engage
participants and aid knowledge retention and implementation.
Most importantly, this study argues that PTPA approach would
develop responsive actors who apply their knowledge when it
most counts.users, technologists and managers to link particular behaviors to undesirable outcomes. For example, users who infect
their machines often have no idea of the source of infection,
or the choices that led to it; they simply know something
has gone wrong. This low-quality feedback mechanism has
jaded users at all levels, and led to a casual or fatalistic
approach to cybersecurity. Users often know better, but threats
are abstract, distant, and omnipresent, all at the same time,
and this accounts for why people may know better but do
not do better. This manuscript aimed to articulate a pedagogical approach using mixed-modes and perform an empirical
test to identify modal contributions to cybersecurity behavioral
change.",2021.0,"A Study of Cybersecurity Education Using a
Present-Test-Practice-Assess Model",01-Feb-21,1
"This research implements the proposed watermarking scheme for audio data in the time domain, using a 44.1 kHz, 16-bit jazz music clip for testing. Four independent random noise signals, shaped to match the audio's magnitude spectrum in the DFT domain for inaudibility, serve as reference watermarks. Private keys, consisting of 1000 m-sequences of length 1023, are used in the process. The audio is divided into frames, each embedding a watermark scaled for inaudibility. To enhance robustness, the same watermark is embedded across 32 consecutive frames. The watermarked audio is then subjected to 96-kb/s MP3 compression/decompression to simulate a common attack scenario.",2004.0,ASYMMETRIC WATERMARKING SYSTEM,03-Mar-04,0
"This paper introduces an event-based method for estimating cybersecurity equilibrium in preventive and reactive cyber defense dynamics, addressing inefficiencies in periodic observation methods that require high-frequency monitoring. The event-based approach triggers observations only when specific conditions are met, reducing observation costs by up to 98% while ensuring convergence to the actual equilibrium and avoiding Zeno behavior. To bridge the gap between continuous probability-state models (measuring the likelihood of nodes being secure or compromised) and discrete sample-state models (derived from real nodes), the study provides a framework that enhances practical applicability. This method offers a more efficient and scalable solution for monitoring cybersecurity dynamics, with potential applications in real-time threat response systems.

",,,,0
"A particularly interesting scenario was observed during the December 22 event, highlighting that system frequency is not uniform across the grid during disturbances. Operational data, as shown in Fig. 5, revealed that only some LaaRs—those with faster breakers and located closer to the fault—tripped when the frequency reached 59.7 Hz, effectively halting the frequency decline. Other LaaRs with slower breakers and farther from the fault did not trip. To restore the frequency to the nominal 60 Hz, operators manually dispatched these LaaRs to trip within 10 minutes. Fig. 5 serves as a clear example demonstrating that system frequency is not universally consistent during disturbances.",,Grid Security Through Load Reduction in the ERCOT Market,,0
"Practical experience highlights the importance of pumped storage units in providing FRR for isolated power systems, especially during emergencies with severe FRR shortages. Pumped storage units are ideal for FRR, as they can operate in generating mode with AGC to provide frequency regulation reserve or in pumping mode to offer emergency reserve. Comparative energy benefit analyses show that Mode C is suitable for light load conditions (e.g., spring and winter) to reduce pumping energy costs and provide emergency reserve, while Mode D is better for heavy load conditions (e.g., summer and autumn) to offer frequency regulation reserve. The operational experiences shared in this paper demonstrate the value of pumped storage units in enhancing system security and their role in the ancillary services market. After extensive verification, the Power Company’s system operation department confirmed the advantages of flexible dispatching schedules for pumped storage units, noting improvements in power quality, system security, and the overall value of pumped storage units for FRR in daily operations.",,Role and Value of Pumped Storage Units in an Ancillary Services Market for Isolated Power Systems—Simulation in the Taiwan Power System,,0
"One of the primary challenges in contemporary cybersecurity is the overwhelming volume of data present in various datasets, which necessitates the use of intelligent algorithms, particularly machine learning, to extract meaningful insights. In the context of intrusion detection systems (IDS), the reliance on a high number of features is crucial for identifying the best approaches to detect potential attacks. However, this abundance of characteristics can lead to model overfitting, where a model performs exceptionally well on training data but fails to generalize effectively to validation datasets, resulting in poor performance. This issue underscores the importance of selecting the most relevant features from cybersecurity datasets to enhance the accuracy and reliability of intrusion detection models. Recent advancements in dataset development, such as the BCCC-CSE-CIC-IDS2018 dataset, which includes 46 million labeled records and 300 features, aim to address these challenges by improving data quality and ensuring that models can effectively identify evolving cyber threats. The focus on feature selection and optimization is critical not only for enhancing detection capabilities but also for reducing the computational load on systems tasked with real-time monitoring and response.
",,,,0
"Real-time user notification of alarm incidents is now essential for home security systems. This can be achieved through internet or GSM/GPRS communication. GSM/GPRS offers distinct advantages due to its widespread coverage, ensuring near-constant system availability, and its robust security infrastructure, protecting transmitted information from unauthorized monitoring [8]. While many existing systems ([3], [5], [6], [7]) rely on internet connectivity for remote user alerts, GSM/GPRS is increasingly favored. Examples of home systems using GSM/GPRS for remote control exist ([8], [9]), but they have limitations. Reference [8] simply mentions GSM as a communication method between remote users and a home network server, without implementing it in a comprehensive home security system. Reference [9] utilizes GSM/GPRS solely for intrusion detection and employs a non-wireless communication setup.",2007.0,A Low Cost GSM/GPRS Based Wireless Home Security System,06-Dec-07,0
"The generalization power of AI has successfully transitioned traditional rule-based approaches to more sophisticated technologies, yet the evolving digital landscape has also escalated the sophistication of cyber threat actors. Historically, cyberspace experienced high volumes of relatively unsophisticated intrusion attempts; however, the emergence of AI-aided attacks has marked a new era, introducing both known and unknown transformations in cyberattack vectors. Cybercriminals are increasingly leveraging generative AI (GenAI) to enhance the effectiveness of their attacks, making them more potent than ever. Recent reports indicate that generative AI is being utilized to create self-evolving malware and craft convincing phishing emails, significantly increasing the volume and complexity of cyberattacks. This shift has garnered considerable attention from the cybersecurity community, as GenAI not only poses new challenges but also offers opportunities for improving defensive measures against these advanced threats. As organizations adapt to this changing landscape, the dual role of GenAI in both facilitating and combating cybercrime underscores the need for proactive strategies to mitigate its risks while harnessing its potential for enhancing cybersecurity efforts.
",,,,0
"Security systems include closed-circuit television 
cameras, which constitute ever-present, hidden eyes in 
places such as the city centers, underground and railway 
stations, banks and hospitals, critical production plants 
which continuously record and transmit, in microseconds, 
information on current developments to continuously 
manned law enforcement and security posts. Some systems 
refuse access to a room or a building because the fingerprint 
of the person trying to enter is not included in the database 
of fingerprints of authorized persons.",2005.0,Acoustic Intruder Detection System for Home Security,01-Feb-05,1
"MITRE developed a cyber exercise playbook in 2014, serving as a guide for cyberspace operations by providing guidance, exercises, and a red team cyber sample event workbook for conducting cyber exercises. Earlier, in 2012, they published a cyber defense playbook that focused on active defense strategies designed to leverage the cyber-attack kill chain.",,,,0
"Modern cloud infrastructure operates on a three-layer architecture, each layer susceptible to vulnerabilities introduced by programmers or service providers. The fragmented nature of data handling complicates the tracking of cybercrimes such as cybertheft and fraud, while distributed computing erases geographical boundaries, allowing cyberattacks to originate from anywhere in the world. As organizations face increasingly sophisticated threats, there is a growing need to integrate Artificial Intelligence (AI) and intelligent agents to enhance cybersecurity defenses.",,,,0
"The proposed vulnerability assessment method operates at three levels: system, scenarios, and access points. The simulation process is outlined in the flowchart in Figure 3. The method is implemented using Visual Basic.NET, with interactions between SPNP and MATLAB. An XML file containing simulation models is used to automatically generate an intermediate file called C-Based SPNP Language (CSPL). This process involves an algorithm that builds a cyber-network topology based on network definitions, which include password and firewall models.",,Vulnerability Assessment of Cybersecurity for SCADA Systems,,0
"Reinforcement learning (RL) is distinguished from other learning paradigms by its inherent exploration-exploitation trade-off, a characteristic that dictates the agent's behavior in maximizing cumulative rewards through environmental interactions; specifically, the agent must leverage existing knowledge derived from prior interactions and associated rewards to exploit known advantageous actions, while simultaneously engaging in exploratory actions to discover potentially superior strategies for future reward maximization, thus encapsulating the fundamental exploration-exploitation dilemma that governs RL decision-making.
",,,,0
"Since the advent of blockchain, various fields have leveraged its capabilities, particularly in cybersecurity, artificial intelligence, decentralized storage, and cryptocurrency. A blockchain-based approach to data storage and sharing significantly enhances cybersecurity by ensuring transparency, confidentiality, and data integrity through embedded cryptography and consensus mechanisms. The immutable nature of blockchain makes it computationally challenging to modify ledgers without detection, thus providing a transparent and traceable audit trail. This technology can potentially resolve many cybersecurity issues. Combining AI with blockchain can lead to innovative solutions that improve the overall security posture of organizations. One approach involves creating decentralized AI models that operate on a blockchain network, allowing for secure and transparent processing of sensitive data while ensuring a tamper-proof environment.
",,,,0
"The integration of AI, cybersecurity, and blockchain is
a burgeoning field with significant potential to transform
the landscape of digital security. Traditional cybersecurity
approaches often struggle to keep pace with the dynamic and
sophisticated nature of modern cyber threats. AI has emerged
as a powerful tool for enhancing cybersecurity through its
ability to analyze vast amounts of data, detect anomalies,
and respond to threats in real-time. However, the centralized
nature of many AI systems creates vulnerabilities, as they
become attractive targets for cyber attacks.",2024.0,"AICyber-Chain: Combining AI and Blockchain
for Improved Cybersecurity",19-Sep-24,1
"The Essential Cybersecurity Controls (ECC), established by the National Cybersecurity Authority (NCA), provide a comprehensive framework aimed at enhancing the cybersecurity posture of organizations by mitigating various cyber risks. These controls encompass five main domains, 29 subdomains, and 114 specific controls, making them a benchmark for cybersecurity practices globally. The ECC is designed to ensure the protection of information and technology assets within organizations, emphasizing key principles such as confidentiality, integrity, and availability. By aligning with national and international regulatory requirements, the ECC facilitates a structured approach to cybersecurity that is crucial for both public and private sectors in Saudi Arabia. This meticulous design not only addresses current cybersecurity challenges but also lays the groundwork for ongoing improvements in security measures, reinforcing the importance of a proactive stance against evolving threats in the digital landscape.
",,,,0
"For reducing the peak load effectively, the interruptible load groups are divided into two parts. One is scheduled on the off-line by the IDP and called ILGS. The other is utilized for adjusting the results of IDP by the HIR and called ILGA. The optimal or near optimal schedule of the ILGS can be acquired by the IDP. However, the results of the reduction load of the schedule will be influenced by the uncertainties of the practical system load. The HIR, therefore, is employed on the real-time to adjust the schedule for enhancing the robustness of the uncertainties.",2003.0,Demand Subscription Services—An Iterative Dynamic Programming for the Substation Suffering From Capacity Shortage,02-May-03,1
"Meidan et al. [26] employed TCP/IP traffic network data and machine learning (ML) to classify and detect unauthorized IoT devices in a network. They assumed that the dataset sufficiently represented each device type on a whitelist. Using supervised ML?pecifically, the random forest (RF) algorithm?hey extracted features from network traffic data to classify IoT device types. The study gathered 17 unique IoT devices across nine categories, manually labeled them, and generated 60 features, later refining the list by removing those with zero variance, irrelevance, or overfitting risks. To simulate unauthorized access, one device type was deliberately excluded from the whitelist. The classifier? transferability was tested by training on two security cameras (SimpleHomeXCS71001) in Lab A and testing on a different model (Withings WBP02WT9510) in Lab B. The trained classifiers achieved an impressive 96% accuracy in detecting unauthorized IoT devices.",,,,0
"Given that we cannot transmit the ciphertext until the two Chua’s circuits (1) and (9) are synchronized, it is crucial to minimize the synchronization time. To achieve this, the impulsive intervals should be as short as possible, and the constant \( \lambda \) should be maximized. For instance, we select the impulsive intervals for synchronization as \( \Delta_1 = 1/4 \) and \( \Delta_2 = 1/4 \), respectively. Consequently, we obtain the following result regarding synchronization time.",2003.0,Chaotic Cryptosystem With High Sensitivity to Parameter Mismatch,04-Apr-03,0
"The integration of AI, cybersecurity, and blockchain is a burgeoning field with significant potential to transform the landscape of digital security. Traditional cybersecurity approaches often struggle to keep pace with the dynamic and sophisticated nature of modern cyber threats. AI has emerged as a powerful tool for enhancing cybersecurity through its ability to analyze vast amounts of data, detect anomalies, and respond to threats in real-time. However, the centralized nature of many AI systems creates vulnerabilities, making them attractive targets for cyberattacks. By leveraging blockchain technology, organizations can enhance data privacy and security through decentralized storage solutions that ensure immutability and transparency. This combination allows for secure and tamper-proof data management, enabling AI to operate on reliable datasets while maintaining user privacy. The synergy between AI and blockchain can lead to novel solutions that improve threat detection, fraud prevention, and identity management, ultimately strengthening the overall security posture of organizations in an increasingly digital world.
",,,,0
